date,Location,Layer,Variable,Value
12/25/2020,tablas,1,Sal,14691.71429
12/25/2020,tablas,1,Velu,0.578947368
12/25/2020,tablas,1,Velv,-3.052631579
12/25/2020,surigao,0,Temp,28.93983929
12/25/2020,surigao,0,Sal,14156.24033
12/25/2020,surigao,0,Velu,-275.5186012
12/25/2020,surigao,0,Velv,-46.03422619
12/25/2020,surigao,1,Temp,10.18298424
12/25/2020,surigao,1,Sal,14469.80882
12/25/2020,surigao,1,Velu,-16.30357143
12/25/2020,surigao,1,Velv,5.149159664
12/25/2020,Mindoro,0,Temp,29.12649575
12/25/2020,Mindoro,0,Sal,13405.90731
12/25/2020,Mindoro,0,Velu,-27.39455782
12/25/2020,Mindoro,0,Velv,-91.41581633
12/25/2020,Mindoro,1,Temp,6.567263393
12/25/2020,Mindoro,1,Sal,14450.41741
12/25/2020,Mindoro,1,Velu,-0.457589286
12/25/2020,Mindoro,1,Velv,-0.997767857
1/17/2016,Visayan,0,Temp,27.01889286
1/17/2016,Visayan,0,Sal,14376.00714
1/17/2016,Visayan,0,Velu,-107.35
1/17/2016,Visayan,0,Velv,1.435714286
1/17/2016,southsibuyan,0,Temp,27.72232857
1/17/2016,southsibuyan,0,Sal,14548.32857
1/17/2016,southsibuyan,0,Velu,-99.20714286
1/17/2016,southsibuyan,0,Velv,5.014285714
1/17/2016,southsibuyan,1,Temp,15.79755844
1/17/2016,southsibuyan,1,Sal,16839.06494
1/17/2016,southsibuyan,1,Velu,2.181818182
1/17/2016,southsibuyan,1,Velv,0.090909091
1/17/2016,sibuyan,0,Temp,27.52029286
1/17/2016,sibuyan,0,Sal,14447.15714
1/17/2016,sibuyan,0,Velu,-50.87142857
1/17/2016,sibuyan,0,Velv,6.507142857
1/17/2016,sibuyan,1,Temp,12.41022078
1/17/2016,sibuyan,1,Sal,15779.77922
1/17/2016,sibuyan,1,Velu,0.844155844
1/17/2016,sibuyan,1,Velv,-0.12987013
1/17/2016,tablas,0,Temp,27.58126429
1/17/2016,tablas,0,Sal,14436.88571
1/17/2016,tablas,0,Velu,-71.32142857
1/17/2016,tablas,0,Velv,-37.95714286
1/17/2016,tablas,1,Temp,11.46795918
1/17/2016,tablas,1,Sal,14872.17347
1/17/2016,tablas,1,Velu,6.091836735
1/17/2016,tablas,1,Velv,-3.367346939
1/17/2016,surigao,0,Temp,27.71844048
1/17/2016,surigao,0,Sal,14488.83333
1/17/2016,surigao,0,Velu,-168.452381
1/17/2016,surigao,0,Velv,14.16666667
1/17/2016,surigao,1,Temp,9.422345238
1/17/2016,surigao,1,Sal,14472.05952
1/17/2016,surigao,1,Velu,-5.964285714
1/17/2016,surigao,1,Velv,1.845238095
1/17/2016,Mindoro,0,Temp,28.19032653
1/17/2016,Mindoro,0,Sal,13678.70068
1/17/2016,Mindoro,0,Velu,59.6462585
1/17/2016,Mindoro,0,Velv,-124.3197279
1/17/2016,Mindoro,1,Temp,8.317730159
1/17/2016,Mindoro,1,Sal,14909.50794
1/17/2016,Mindoro,1,Velu,5.761904762
1/17/2016,Mindoro,1,Velv,-9.19047619
6/2/2016,Visayan,0,Temp,29.60105714
6/2/2016,Visayan,0,Sal,14683.61429
6/2/2016,Visayan,0,Velu,-130.0857143
6/2/2016,Visayan,0,Velv,74.8
6/2/2016,southsibuyan,0,Temp,30.682
6/2/2016,southsibuyan,0,Sal,14488.13571
6/2/2016,southsibuyan,0,Velu,18.45
6/2/2016,southsibuyan,0,Velv,-26.85714286
6/2/2016,southsibuyan,1,Temp,16.75897403
6/2/2016,southsibuyan,1,Sal,17091.22078
6/2/2016,southsibuyan,1,Velu,-3.714285714
6/2/2016,southsibuyan,1,Velv,7.038961039
6/2/2016,sibuyan,0,Temp,30.84775714
6/2/2016,sibuyan,0,Sal,14540.84286
6/2/2016,sibuyan,0,Velu,5.707142857
6/2/2016,sibuyan,0,Velv,30.58571429
6/2/2016,sibuyan,1,Temp,13.0538961
6/2/2016,sibuyan,1,Sal,15977.53247
6/2/2016,sibuyan,1,Velu,-0.311688312
6/2/2016,sibuyan,1,Velv,4.376623377
6/2/2016,tablas,0,Temp,30.63127857
6/2/2016,tablas,0,Sal,14450.70714
6/2/2016,tablas,0,Velu,27.2
6/2/2016,tablas,0,Velv,122.1428571
6/2/2016,tablas,1,Temp,12.02822449
6/2/2016,tablas,1,Sal,14900.36735
6/2/2016,tablas,1,Velu,0.244897959
6/2/2016,tablas,1,Velv,-9.408163265
6/2/2016,surigao,0,Temp,29.04578571
6/2/2016,surigao,0,Sal,14609.66667
6/2/2016,surigao,0,Velu,-181.4880952
6/2/2016,surigao,0,Velv,-69.60714286
6/2/2016,surigao,1,Temp,9.984202381
6/2/2016,surigao,1,Sal,14396.77381
6/2/2016,surigao,1,Velu,4.928571429
6/2/2016,surigao,1,Velv,0.392857143
6/2/2016,Mindoro,0,Temp,29.20072789
6/2/2016,Mindoro,0,Sal,13999.82313
6/2/2016,Mindoro,0,Velu,74.72789116
6/2/2016,Mindoro,0,Velv,-116.6394558
6/2/2016,Mindoro,1,Temp,8.10084127
6/2/2016,Mindoro,1,Sal,14845.36508
6/2/2016,Mindoro,1,Velu,6.587301587
6/2/2016,Mindoro,1,Velv,-11.07936508
2/21/2013,Visayan,0,Temp,26.5838
2/21/2013,Visayan,0,Sal,14181.23333
2/21/2013,Visayan,0,Velu,-358.6166667
2/21/2013,Visayan,0,Velv,-25.64166667
2/21/2013,southsibuyan,0,Temp,26.35286667
2/21/2013,southsibuyan,0,Sal,14029.24167
2/21/2013,southsibuyan,0,Velu,-233.4333333
2/21/2013,southsibuyan,0,Velv,-49.81666667
2/21/2013,southsibuyan,1,Temp,7.454848485
2/21/2013,southsibuyan,1,Sal,14694.56061
2/21/2013,southsibuyan,1,Velu,1.954545455
2/21/2013,southsibuyan,1,Velv,2.257575758
2/21/2013,sibuyan,0,Temp,26.50455833
2/21/2013,sibuyan,0,Sal,14083.14167
2/21/2013,sibuyan,0,Velu,-314.7916667
2/21/2013,sibuyan,0,Velv,-28.60833333
2/21/2013,sibuyan,1,Temp,7.11169697
2/21/2013,sibuyan,1,Sal,14569.89394
2/21/2013,sibuyan,1,Velu,-3.090909091
2/21/2013,sibuyan,1,Velv,1.333333333
2/21/2013,tablas,0,Temp,26.26894167
2/21/2013,tablas,0,Sal,14050.39167
2/21/2013,tablas,0,Velu,-223.85
2/21/2013,tablas,0,Velv,-171.8083333
2/21/2013,tablas,1,Temp,11.41458333
2/21/2013,tablas,1,Sal,14666.2381
2/21/2013,tablas,1,Velu,-1.797619048
2/21/2013,tablas,1,Velv,10.88095238
2/21/2013,surigao,0,Temp,26.78600694
2/21/2013,surigao,0,Sal,14120.47917
2/21/2013,surigao,0,Velu,-573.6458333
2/21/2013,surigao,0,Velv,-225.6666667
2/21/2013,surigao,1,Temp,6.738333333
2/21/2013,surigao,1,Sal,14527.02778
2/21/2013,surigao,1,Velu,0.25
2/21/2013,surigao,1,Velv,0.263888889
2/21/2013,Mindoro,0,Temp,27.48890476
2/21/2013,Mindoro,0,Sal,13844.38889
2/21/2013,Mindoro,0,Velu,-238.4920635
2/21/2013,Mindoro,0,Velv,-30.23015873
2/21/2013,Mindoro,1,Temp,7.708074074
2/21/2013,Mindoro,1,Sal,14766.88889
2/21/2013,Mindoro,1,Velu,11.7037037
2/21/2013,Mindoro,1,Velv,-16.2962963
6/23/2018,Visayan,0,Temp,29.31727143
6/23/2018,Visayan,0,Sal,14400.69286
6/23/2018,Visayan,0,Velu,124.8928571
6/23/2018,Visayan,0,Velv,43.15
6/23/2018,southsibuyan,0,Temp,29.28872857
6/23/2018,southsibuyan,0,Sal,14489.92143
6/23/2018,southsibuyan,0,Velu,40.36428571
6/23/2018,southsibuyan,0,Velv,67.62857143
6/23/2018,southsibuyan,1,Temp,13.85332468
6/23/2018,southsibuyan,1,Sal,15628.96104
6/23/2018,southsibuyan,1,Velu,-0.558441558
6/23/2018,southsibuyan,1,Velv,-1.077922078
6/23/2018,sibuyan,0,Temp,29.16753571
6/23/2018,sibuyan,0,Sal,14448.07857
6/23/2018,sibuyan,0,Velu,120.1714286
6/23/2018,sibuyan,0,Velv,118.2285714
6/23/2018,sibuyan,1,Temp,10.93266234
6/23/2018,sibuyan,1,Sal,14865.20779
6/23/2018,sibuyan,1,Velu,0.025974026
6/23/2018,sibuyan,1,Velv,2.454545455
6/23/2018,tablas,0,Temp,29.06133571
6/23/2018,tablas,0,Sal,14265.87143
6/23/2018,tablas,0,Velu,59
6/23/2018,tablas,0,Velv,-18.90714286
6/23/2018,tablas,1,Temp,12.56217347
6/23/2018,tablas,1,Sal,15034.03061
6/23/2018,tablas,1,Velu,0.673469388
6/23/2018,tablas,1,Velv,19.44897959
6/23/2018,surigao,0,Temp,29.19195833
6/23/2018,surigao,0,Sal,14207.15476
6/23/2018,surigao,0,Velu,-71.41666667
6/23/2018,surigao,0,Velv,-166.3095238
6/23/2018,surigao,1,Temp,11.67140476
6/23/2018,surigao,1,Sal,14751.10714
6/23/2018,surigao,1,Velu,-1.75
6/23/2018,surigao,1,Velv,-1.071428571
6/23/2018,Mindoro,0,Temp,28.2522517
6/23/2018,Mindoro,0,Sal,14001.32653
6/23/2018,Mindoro,0,Velu,43.2244898
6/23/2018,Mindoro,0,Velv,158.2176871
6/23/2018,Mindoro,1,Temp,7.625396825
6/23/2018,Mindoro,1,Sal,14741.49206
6/23/2018,Mindoro,1,Velu,-0.238095238
6/23/2018,Mindoro,1,Velv,-6.920634921
9/21/2017,Visayan,0,Temp,29.75877692
9/21/2017,Visayan,0,Sal,14010.77692
9/21/2017,Visayan,0,Velu,100.3038462
9/21/2017,Visayan,0,Velv,65.51538462
9/21/2017,southsibuyan,0,Temp,29.57529231
9/21/2017,southsibuyan,0,Sal,13978.21154
9/21/2017,southsibuyan,0,Velu,63.89230769
9/21/2017,southsibuyan,0,Velv,6.165384615
9/21/2017,southsibuyan,1,Temp,11.76577395
9/21/2017,southsibuyan,1,Sal,15423.57692
9/21/2017,southsibuyan,1,Velu,1.328609987
9/21/2017,southsibuyan,1,Velv,0.188259109
9/21/2017,sibuyan,0,Temp,29.79030385
9/21/2017,sibuyan,0,Sal,14121.73077
9/21/2017,sibuyan,0,Velu,66.80769231
9/21/2017,sibuyan,0,Velv,29.19230769
9/21/2017,sibuyan,1,Temp,8.861336752
9/21/2017,sibuyan,1,Sal,15373.0094
9/21/2017,sibuyan,1,Velu,0.943589744
9/21/2017,sibuyan,1,Velv,-0.001709402
9/21/2017,tablas,0,Temp,29.54186154
9/21/2017,tablas,0,Sal,13769.92692
9/21/2017,tablas,0,Velu,66.75
9/21/2017,tablas,0,Velv,47.62307692
9/21/2017,tablas,1,Temp,11.91522283
9/21/2017,tablas,1,Sal,14906.837
9/21/2017,tablas,1,Velu,0.381868132
9/21/2017,tablas,1,Velv,-8.290903541
9/21/2017,surigao,0,Temp,29.49986218
9/21/2017,surigao,0,Sal,14090.67628
9/21/2017,surigao,0,Velu,-167.4839744
9/21/2017,surigao,0,Velv,-156.8269231
9/21/2017,surigao,1,Temp,7.570553928
9/21/2017,surigao,1,Sal,14387.27564
9/21/2017,surigao,1,Velu,4.236161986
9/21/2017,surigao,1,Velv,0.208994709
9/21/2017,Mindoro,0,Temp,28.81425641
9/21/2017,Mindoro,0,Sal,13644.99634
9/21/2017,Mindoro,0,Velu,-26.34432234
9/21/2017,Mindoro,0,Velv,138.6446886
9/21/2017,Mindoro,1,Temp,8.251229604
9/21/2017,Mindoro,1,Sal,14913.71412
9/21/2017,Mindoro,1,Velu,2.841491841
9/21/2017,Mindoro,1,Velv,2.983516484
3/5/2018,Visayan,0,Temp,27.39423333
3/5/2018,Visayan,0,Sal,11946.23333
3/5/2018,Visayan,0,Velu,-262.05
3/5/2018,Visayan,0,Velv,66.18333333
3/5/2018,southsibuyan,0,Temp,28.02466667
3/5/2018,southsibuyan,0,Sal,11567.66667
3/5/2018,southsibuyan,0,Velu,-125.3583333
3/5/2018,southsibuyan,0,Velv,-28.61666667
3/5/2018,southsibuyan,1,Temp,16.76905
3/5/2018,southsibuyan,1,Sal,7115.908333
3/5/2018,southsibuyan,1,Velu,-2.316666667
3/5/2018,southsibuyan,1,Velv,1.8
3/5/2018,sibuyan,0,Temp,27.4682
3/5/2018,sibuyan,0,Sal,11833.20833
3/5/2018,sibuyan,0,Velu,-103.475
3/5/2018,sibuyan,0,Velv,-6.883333333
3/5/2018,sibuyan,1,Temp,15.5463
3/5/2018,sibuyan,1,Sal,6861.65
3/5/2018,sibuyan,1,Velu,-0.116666667
3/5/2018,sibuyan,1,Velv,0.566666667
3/5/2018,tablas,0,Temp,26.92396667
3/5/2018,tablas,0,Sal,11502.01667
3/5/2018,tablas,0,Velu,-42.83333333
3/5/2018,tablas,0,Velv,85.13333333
3/5/2018,tablas,1,Temp,15.1143
3/5/2018,tablas,1,Sal,8651.65
3/5/2018,tablas,1,Velu,-0.3
3/5/2018,tablas,1,Velv,15.625
3/5/2018,surigao,0,Temp,27.41291667
3/5/2018,surigao,0,Sal,11825.54167
3/5/2018,surigao,0,Velu,-374.8958333
3/5/2018,surigao,0,Velv,-81.40277778
3/5/2018,surigao,1,Temp,16.1114375
3/5/2018,surigao,1,Sal,6067.069444
3/5/2018,surigao,1,Velu,1.909722222
3/5/2018,surigao,1,Velv,-1.8125
3/5/2018,Mindoro,0,Temp,28.31851587
3/5/2018,Mindoro,0,Sal,11399.12698
3/5/2018,Mindoro,0,Velu,-21.91269841
3/5/2018,Mindoro,0,Velv,11.76984127
3/5/2018,Mindoro,1,Temp,15.28511111
3/5/2018,Mindoro,1,Sal,5199.650794
3/5/2018,Mindoro,1,Velu,2.619047619
3/5/2018,Mindoro,1,Velv,-6.206349206
6/17/2015,Visayan,0,Temp,29.93720714
6/17/2015,Visayan,0,Sal,14463.82143
6/17/2015,Visayan,0,Velu,-52.98571429
6/17/2015,Visayan,0,Velv,61.34285714
6/17/2015,southsibuyan,0,Temp,30.94305
6/17/2015,southsibuyan,0,Sal,14457.87857
6/17/2015,southsibuyan,0,Velu,-72.11428571
6/17/2015,southsibuyan,0,Velv,65.69285714
6/17/2015,southsibuyan,1,Temp,15.18398701
6/17/2015,southsibuyan,1,Sal,16528.79221
6/17/2015,southsibuyan,1,Velu,0.350649351
6/17/2015,southsibuyan,1,Velv,-0.012987013
6/17/2015,sibuyan,0,Temp,30.80693571
6/17/2015,sibuyan,0,Sal,14390.93571
6/17/2015,sibuyan,0,Velu,-65.85714286
6/17/2015,sibuyan,0,Velv,58.37142857
6/17/2015,sibuyan,1,Temp,11.81796104
6/17/2015,sibuyan,1,Sal,15517.90909
6/17/2015,sibuyan,1,Velu,-1.428571429
6/17/2015,sibuyan,1,Velv,4.402597403
6/17/2015,tablas,0,Temp,30.44752143
6/17/2015,tablas,0,Sal,14355.15714
6/17/2015,tablas,0,Velu,-61.37857143
6/17/2015,tablas,0,Velv,-100.1928571
6/17/2015,tablas,1,Temp,11.82778571
6/17/2015,tablas,1,Sal,14842.16327
6/17/2015,tablas,1,Velu,-0.204081633
6/17/2015,tablas,1,Velv,5.173469388
6/17/2015,surigao,0,Temp,29.81478571
6/17/2015,surigao,0,Sal,14461.91667
6/17/2015,surigao,0,Velu,-220.1309524
6/17/2015,surigao,0,Velv,-100.1904762
6/17/2015,surigao,1,Temp,10.45016667
6/17/2015,surigao,1,Sal,14683.09524
6/17/2015,surigao,1,Velu,2.630952381
6/17/2015,surigao,1,Velv,-8.726190476
6/17/2015,Mindoro,0,Temp,30.91597279
6/17/2015,Mindoro,0,Sal,14050.45578
6/17/2015,Mindoro,0,Velu,22.9047619
6/17/2015,Mindoro,0,Velv,-25.44217687
6/17/2015,Mindoro,1,Temp,8.539238095
6/17/2015,Mindoro,1,Sal,14884.57143
6/17/2015,Mindoro,1,Velu,2.079365079
6/17/2015,Mindoro,1,Velv,-9.031746032
6/20/2012,Visayan,0,Temp,30.27937857
6/20/2012,Visayan,0,Sal,14155.77143
6/20/2012,Visayan,0,Velu,166.2785714
6/20/2012,Visayan,0,Velv,102.5357143
6/20/2012,southsibuyan,0,Temp,28.95904286
6/20/2012,southsibuyan,0,Sal,14197.44286
6/20/2012,southsibuyan,0,Velu,149.8214286
6/20/2012,southsibuyan,0,Velv,66.01428571
6/20/2012,southsibuyan,1,Temp,9.673413534
6/20/2012,southsibuyan,1,Sal,14592.48872
6/20/2012,southsibuyan,1,Velu,-0.616541353
6/20/2012,southsibuyan,1,Velv,0.612781955
6/20/2012,sibuyan,0,Temp,28.80157857
6/20/2012,sibuyan,0,Sal,14165.84286
6/20/2012,sibuyan,0,Velu,270.1642857
6/20/2012,sibuyan,0,Velv,145.6
6/20/2012,sibuyan,1,Temp,5.629009524
6/20/2012,sibuyan,1,Sal,14459.37143
6/20/2012,sibuyan,1,Velu,0.780952381
6/20/2012,sibuyan,1,Velv,-0.514285714
6/20/2012,tablas,0,Temp,28.57239286
6/20/2012,tablas,0,Sal,14017.75714
6/20/2012,tablas,0,Velu,199.6928571
6/20/2012,tablas,0,Velv,183.2642857
6/20/2012,tablas,1,Temp,10.40342017
6/20/2012,tablas,1,Sal,14650.52941
6/20/2012,tablas,1,Velu,2.015873016
6/20/2012,tablas,1,Velv,5.911904762
6/20/2012,surigao,0,Temp,29.05997619
6/20/2012,surigao,0,Sal,14287.30952
6/20/2012,surigao,0,Velu,-43.66666667
6/20/2012,surigao,0,Velv,-72.38690476
6/20/2012,surigao,1,Temp,-1.863546218
6/20/2012,surigao,1,Sal,14015.80672
6/20/2012,surigao,1,Velu,-2.743650794
6/20/2012,surigao,1,Velv,-1.594444444
6/20/2012,Mindoro,0,Temp,28.92022449
6/20/2012,Mindoro,0,Sal,13666.97959
6/20/2012,Mindoro,0,Velu,268.585034
6/20/2012,Mindoro,0,Velv,-90.1292517
6/20/2012,Mindoro,1,Temp,6.286755102
6/20/2012,Mindoro,1,Sal,14430.22449
6/20/2012,Mindoro,1,Velu,8.031168831
6/20/2012,Mindoro,1,Velv,-0.474025974
4/21/2012,Visayan,0,Temp,28.59546429
4/21/2012,Visayan,0,Sal,14328.27143
4/21/2012,Visayan,0,Velu,-209.8142857
4/21/2012,Visayan,0,Velv,57.94285714
4/21/2012,southsibuyan,0,Temp,28.74417857
4/21/2012,southsibuyan,0,Sal,14090.52857
4/21/2012,southsibuyan,0,Velu,-111.3357143
4/21/2012,southsibuyan,0,Velv,36.85714286
4/21/2012,southsibuyan,1,Temp,9.708082707
4/21/2012,southsibuyan,1,Sal,14599.66917
4/21/2012,southsibuyan,1,Velu,0.278195489
4/21/2012,southsibuyan,1,Velv,1.236842105
4/21/2012,sibuyan,0,Temp,28.90496429
4/21/2012,sibuyan,0,Sal,14141.44286
4/21/2012,sibuyan,0,Velu,-141.5428571
4/21/2012,sibuyan,0,Velv,29.89285714
4/21/2012,sibuyan,1,Temp,5.712114286
4/21/2012,sibuyan,1,Sal,14473.85714
4/21/2012,sibuyan,1,Velu,-2.228571429
4/21/2012,sibuyan,1,Velv,2.9
4/21/2012,tablas,0,Temp,28.28178571
4/21/2012,tablas,0,Sal,14063.83571
4/21/2012,tablas,0,Velu,-92.60714286
4/21/2012,tablas,0,Velv,-8.492857143
4/21/2012,tablas,1,Temp,10.81068067
4/21/2012,tablas,1,Sal,14711.96639
4/21/2012,tablas,1,Velu,-0.214285714
4/21/2012,tablas,1,Velv,-1.002380952
4/21/2012,surigao,0,Temp,28.32766071
4/21/2012,surigao,0,Sal,14257.30357
4/21/2012,surigao,0,Velu,-506.3095238
4/21/2012,surigao,0,Velv,-165.422619
4/21/2012,surigao,1,Temp,-1.83389916
4/21/2012,surigao,1,Sal,14020.07563
4/21/2012,surigao,1,Velu,-1.074603175
4/21/2012,surigao,1,Velv,-3.511904762
4/21/2012,Mindoro,0,Temp,29.10770068
4/21/2012,Mindoro,0,Sal,13796.66667
4/21/2012,Mindoro,0,Velu,-140.0408163
4/21/2012,Mindoro,0,Velv,-15.78231293
4/21/2012,Mindoro,1,Temp,6.273326531
4/21/2012,Mindoro,1,Sal,14454.89796
4/21/2012,Mindoro,1,Velu,1.336363636
4/21/2012,Mindoro,1,Velv,-9.418181818
11/25/2016,Visayan,0,Temp,27.95224286
11/25/2016,Visayan,0,Sal,14111.79286
11/25/2016,Visayan,0,Velu,-118.9428571
11/25/2016,Visayan,0,Velv,0.521428571
11/25/2016,southsibuyan,0,Temp,28.77558571
11/25/2016,southsibuyan,0,Sal,14165.47143
11/25/2016,southsibuyan,0,Velu,-131.8142857
11/25/2016,southsibuyan,0,Velv,-62.53571429
11/25/2016,southsibuyan,1,Temp,17.20662338
11/25/2016,southsibuyan,1,Sal,17299.1039
11/25/2016,southsibuyan,1,Velu,3.038961039
11/25/2016,southsibuyan,1,Velv,-13.44155844
11/25/2016,sibuyan,0,Temp,28.73671429
11/25/2016,sibuyan,0,Sal,14175.95
11/25/2016,sibuyan,0,Velu,-108.7285714
11/25/2016,sibuyan,0,Velv,-24.75714286
11/25/2016,sibuyan,1,Temp,13.33564935
11/25/2016,sibuyan,1,Sal,16165.80519
11/25/2016,sibuyan,1,Velu,0.688311688
11/25/2016,sibuyan,1,Velv,0.077922078
11/25/2016,tablas,0,Temp,28.76360714
11/25/2016,tablas,0,Sal,14104.01429
11/25/2016,tablas,0,Velu,-71.98571429
11/25/2016,tablas,0,Velv,-158.5857143
11/25/2016,tablas,1,Temp,12.08117347
11/25/2016,tablas,1,Sal,15006.54082
11/25/2016,tablas,1,Velu,-2.020408163
11/25/2016,tablas,1,Velv,8.836734694
11/25/2016,surigao,0,Temp,28.95854167
11/25/2016,surigao,0,Sal,14305.7381
11/25/2016,surigao,0,Velu,-74.52380952
11/25/2016,surigao,0,Velv,20.32738095
11/25/2016,surigao,1,Temp,9.748630952
11/25/2016,surigao,1,Sal,14535.72619
11/25/2016,surigao,1,Velu,-6.166666667
11/25/2016,surigao,1,Velv,2.238095238
11/25/2016,Mindoro,0,Temp,28.93534694
11/25/2016,Mindoro,0,Sal,13654.32653
11/25/2016,Mindoro,0,Velu,100.4081633
11/25/2016,Mindoro,0,Velv,-106.0204082
11/25/2016,Mindoro,1,Temp,8.178079365
11/25/2016,Mindoro,1,Sal,14832.79365
11/25/2016,Mindoro,1,Velu,7.126984127
11/25/2016,Mindoro,1,Velv,6.253968254
2/15/2019,Visayan,0,Temp,26.17084375
2/15/2019,Visayan,0,Sal,14431.37679
2/15/2019,Visayan,0,Velu,-198.5785714
2/15/2019,Visayan,0,Velv,46.15446429
2/15/2019,southsibuyan,0,Temp,26.01428661
2/15/2019,southsibuyan,0,Sal,13944.3
2/15/2019,southsibuyan,0,Velu,-137.7848214
2/15/2019,southsibuyan,0,Velv,-0.314285714
2/15/2019,southsibuyan,1,Temp,10.51017011
2/15/2019,southsibuyan,1,Sal,14627.51974
2/15/2019,southsibuyan,1,Velu,-0.212406015
2/15/2019,southsibuyan,1,Velv,0.903195489
2/15/2019,sibuyan,0,Temp,26.14922411
2/15/2019,sibuyan,0,Sal,14214.02946
2/15/2019,sibuyan,0,Velu,-191.9616071
2/15/2019,sibuyan,0,Velv,38.63125
2/15/2019,sibuyan,1,Temp,8.813805556
2/15/2019,sibuyan,1,Sal,14642.34425
2/15/2019,sibuyan,1,Velu,-0.279761905
2/15/2019,sibuyan,1,Velv,-0.013888889
2/15/2019,tablas,0,Temp,25.95642143
2/15/2019,tablas,0,Sal,13998.42589
2/15/2019,tablas,0,Velu,-121.8464286
2/15/2019,tablas,0,Velv,-84.84642857
2/15/2019,tablas,1,Temp,10.98231673
2/15/2019,tablas,1,Sal,14511.37124
2/15/2019,tablas,1,Velu,3.464285714
2/15/2019,tablas,1,Velv,7.610902256
2/15/2019,surigao,0,Temp,26.60019643
2/15/2019,surigao,0,Sal,14334.97396
2/15/2019,surigao,0,Velu,-477.1145833
2/15/2019,surigao,0,Velv,-237.6674107
2/15/2019,surigao,1,Temp,9.834330882
2/15/2019,surigao,1,Sal,14541.91492
2/15/2019,surigao,1,Velu,-1.93592437
2/15/2019,surigao,1,Velv,-0.493697479
2/15/2019,Mindoro,0,Temp,27.84089031
2/15/2019,Mindoro,0,Sal,13497.10204
2/15/2019,Mindoro,0,Velu,-33.50255102
2/15/2019,Mindoro,0,Velv,-265.8622449
2/15/2019,Mindoro,1,Temp,6.307631696
2/15/2019,Mindoro,1,Sal,14469.51339
2/15/2019,Mindoro,1,Velu,-1.524553571
2/15/2019,Mindoro,1,Velv,-3.138392857
11/24/2013,Visayan,0,Temp,28.12641429
11/24/2013,Visayan,0,Sal,13864.27857
11/24/2013,Visayan,0,Velu,-188.2428571
11/24/2013,Visayan,0,Velv,24.97857143
11/24/2013,southsibuyan,0,Temp,28.50951429
11/24/2013,southsibuyan,0,Sal,14090.81429
11/24/2013,southsibuyan,0,Velu,-211.5785714
11/24/2013,southsibuyan,0,Velv,-0.3
11/24/2013,southsibuyan,1,Temp,12.62787013
11/24/2013,southsibuyan,1,Sal,15387.16883
11/24/2013,southsibuyan,1,Velu,-2.194805195
11/24/2013,southsibuyan,1,Velv,2.818181818
11/24/2013,sibuyan,0,Temp,28.41479286
11/24/2013,sibuyan,0,Sal,14039.97143
11/24/2013,sibuyan,0,Velu,-208.9285714
11/24/2013,sibuyan,0,Velv,-11.80714286
11/24/2013,sibuyan,1,Temp,11.59963636
11/24/2013,sibuyan,1,Sal,15223.48052
11/24/2013,sibuyan,1,Velu,-0.974025974
11/24/2013,sibuyan,1,Velv,0.285714286
11/24/2013,tablas,0,Temp,28.26672857
11/24/2013,tablas,0,Sal,13898.02857
11/24/2013,tablas,0,Velu,-114.9642857
11/24/2013,tablas,0,Velv,-219.2857143
11/24/2013,tablas,1,Temp,12.11469388
11/24/2013,tablas,1,Sal,14999.52041
11/24/2013,tablas,1,Velu,1.163265306
11/24/2013,tablas,1,Velv,16.14285714
11/24/2013,surigao,0,Temp,28.99513095
11/24/2013,surigao,0,Sal,14135.02381
11/24/2013,surigao,0,Velu,-276.952381
11/24/2013,surigao,0,Velv,-113.2142857
11/24/2013,surigao,1,Temp,9.908095238
11/24/2013,surigao,1,Sal,14551.25
11/24/2013,surigao,1,Velu,-5.547619048
11/24/2013,surigao,1,Velv,-2.095238095
11/24/2013,Mindoro,0,Temp,28.83160544
11/24/2013,Mindoro,0,Sal,13624.7415
11/24/2013,Mindoro,0,Velu,-93.46938776
11/24/2013,Mindoro,0,Velv,-147.6938776
11/24/2013,Mindoro,1,Temp,8.144746032
11/24/2013,Mindoro,1,Sal,14808.15873
11/24/2013,Mindoro,1,Velu,3.111111111
11/24/2013,Mindoro,1,Velv,-8.174603175
9/23/2016,Visayan,0,Temp,29.08798571
9/23/2016,Visayan,0,Sal,14296.32857
9/23/2016,Visayan,0,Velu,126.0285714
9/23/2016,Visayan,0,Velv,107.8642857
9/23/2016,southsibuyan,0,Temp,29.26476429
9/23/2016,southsibuyan,0,Sal,14390.72857
9/23/2016,southsibuyan,0,Velu,39.37857143
9/23/2016,southsibuyan,0,Velv,54.01428571
9/23/2016,southsibuyan,1,Temp,17.17920779
9/23/2016,southsibuyan,1,Sal,17188.27273
9/23/2016,southsibuyan,1,Velu,-8.168831169
9/23/2016,southsibuyan,1,Velv,-0.142857143
9/23/2016,sibuyan,0,Temp,29.20303571
9/23/2016,sibuyan,0,Sal,14367.74286
9/23/2016,sibuyan,0,Velu,116.4285714
9/23/2016,sibuyan,0,Velv,62.42142857
9/23/2016,sibuyan,1,Temp,13.53780519
9/23/2016,sibuyan,1,Sal,16167.51948
9/23/2016,sibuyan,1,Velu,-1.25974026
9/23/2016,sibuyan,1,Velv,3.961038961
9/23/2016,tablas,0,Temp,28.89155
9/23/2016,tablas,0,Sal,14171.28571
