"date","lab","BaliteBay_surface_elevation","BaliteBay_water_temp_0","BaliteBay_salinity_0","BaliteBay_velocity_u_0","BaliteBay_velocity_v_0","BaliteBay_water_temp_100","BaliteBay_salinity_100","BaliteBay_velocity_u_100","BaliteBay_velocity_v_100"
"2004-02-19",TRUE,578.758241758242,"13953.2527472527","7385.13186813187",-264.428571428571,-596.549450549451,14614.8021978022,2107.64835164835,-162.054945054945,-322.417582417582
"2004-02-26",TRUE,538.351648351648,"14102.5164835165","7366.49450549451",-211.296703296703,-363.703296703297,14599.7472527473,1452.75824175824,-96.4285714285714,-275.527472527473
"2004-03-04",TRUE,578.43956043956,"14126.5494505494","8354.93406593407",-269.648351648352,-482.175824175824,14574.4725274725,880.340659340659,-133.89010989011,-326.835164835165
"2004-03-11",TRUE,559.318681318681,"14091.1098901099","8151.14285714286",-364.307692307692,-580.912087912088,14635.8241758242,1499.87912087912,-231.043956043956,-380.868131868132
"2004-03-18",TRUE,559.989010989011,"14210.6483516484","7543.26373626374",-196.318681318681,-538.087912087912,14633.4505494506,765.054945054945,-176.208791208791,-331.241758241758
"2004-03-25",TRUE,574.494505494505,"14247.0769230769","7770.57142857143",-221.186813186813,-527.021978021978,14616.6373626374,1756.40659340659,-210.67032967033,-369.450549450549
"2004-04-01",TRUE,578.450549450549,"14214.9120879121","8670.32967032967",-256.252747252747,-453.648351648352,14624.7912087912,2323,-269.241758241758,-375.934065934066
"2004-04-08",TRUE,572.824175824176,"14279.2637362637","8106.05494505495",-236.89010989011,-478.967032967033,14595.6703296703,2091.86813186813,-252.450549450549,-386.747252747253
"2004-04-15",TRUE,595.956043956044,"14222.5934065934","8259.78021978022",-189.274725274725,-425.252747252747,14641.2967032967,2062.73626373626,-186,-390.956043956044
"2004-04-22",TRUE,606.604395604396,"14225.043956044","8958.78021978022",1037.07692307692,1646.37362637363,14626.9230769231,1706.8021978022,253.901098901099,1784.74725274725
"2004-04-29",TRUE,606.758241758242,"14336.1538461538","9174.46153846154",984.043956043956,1552.34065934066,14584.3186813187,2500.31868131868,179.582417582418,1733.43956043956
"2004-05-06",TRUE,635.505494505495,"14263.4285714286","9114.18681318681",-284.78021978022,-508.835164835165,14560.1868131868,2812.8021978022,-165.395604395604,-324.362637362637
"2004-05-13",TRUE,623.32967032967,"14197.3626373626","8932.36263736264",1120.26373626374,1696.64835164835,14587.1868131868,2369.76923076923,135.791208791209,1821.05494505495
"2004-05-20",TRUE,562.087912087912,"14255.9120879121","8082.87912087912",-31.2417582417582,-186.472527472527,14633.6483516484,2064.64835164835,-165.032967032967,-320.802197802198
"2004-05-27",TRUE,599.285714285714,"14296.967032967","8224.63736263736",-116.153846153846,-237.076923076923,14562.032967033,2772.41758241758,-68.978021978022,-217.483516483516
"2004-06-03",TRUE,597.835164835165,"14213.8351648352","8711.95604395604",1113.46153846154,1750.23076923077,14582.8901098901,1866.38461538462,301.373626373626,1926.12087912088
"2004-06-10",TRUE,580.824175824176,"14237.7362637363","8870.27472527472",-23.2857142857143,-132.835164835165,14640.9120879121,867.78021978022,-132.153846153846,-270.956043956044
"2004-06-17",TRUE,549.274725274725,"14180.0769230769","8708.04395604396",-99.967032967033,-347.769230769231,14660.1978021978,180.681318681319,-160.846153846154,-337.065934065934
"2004-06-24",TRUE,560.153846153846,"14267.0769230769","7713.21978021978",32.7692307692308,-162.626373626374,14617.3516483516,602.384615384615,-75.6923076923077,-250.384615384615
"2004-07-01",TRUE,532.857142857143,"14282.7472527473","7999.24175824176",10.2307692307692,-106.164835164835,14684.989010989,601.307692307692,-233.912087912088,-478.274725274725
"2004-07-08",TRUE,560.175824175824,"14140.956043956","8440.58241758242",-214.769230769231,-237.626373626374,14594.2967032967,808.395604395604,-139.252747252747,-273.802197802198
"2004-07-15",TRUE,606.736263736264,"14091.4945054945","8974.9010989011",-183.736263736264,-357.758241758242,14606.1538461538,2339.94505494505,-196.043956043956,-341.384615384615
"2004-07-22",TRUE,574.912087912088,"14118.3296703297","8825.07692307692",1130.31868131868,1683.03296703297,14625.1318681319,534.043956043956,-135.626373626374,1679.8021978022
"2004-07-29",TRUE,592.681318681319,"14122.9230769231","8757.08791208791",-131.395604395604,-317.384615384615,14693.3736263736,1173.78021978022,-204.472527472527,-445.681318681319
"2004-08-05",TRUE,580.945054945055,"14110.043956044","8391.67032967033",-156.956043956044,-455.648351648352,14733.6923076923,1864.07692307692,-292.450549450549,-563.945054945055
"2004-08-12",TRUE,564.494505494505,"14163.1098901099","7672.02197802198",966.703296703297,1658.41758241758,14672.2087912088,1196.69230769231,-225.340659340659,1651.1978021978
"2004-08-19",TRUE,531.494505494505,"14227.8901098901","7432.48351648352",-117.285714285714,-411.549450549451,14758.2637362637,1246.63736263736,-236.241758241758,-452.604395604396
"2004-08-26",TRUE,524.725274725275,"14267.9340659341","7819.86813186813",-158.912087912088,-406.21978021978,14631.5714285714,857.824175824176,-250.175824175824,-500.78021978022
"2004-09-02",TRUE,567.340659340659,"14316.2857142857","8413.34065934066",956.142857142857,1588.50549450549,14617.0659340659,2124.89010989011,94.032967032967,1671.83516483516
"2004-09-09",TRUE,574.252747252747,"14333.1758241758","8502.10989010989",-332.538461538462,-528.285714285714,14617.2087912088,2435.84615384615,-232.395604395604,-487.318681318681
"2004-09-16",TRUE,602.461538461538,"14286.1648351648","9112.08791208791",-270.846153846154,-525.824175824176,14631.1208791209,2554.26373626374,-206.857142857143,-471.901098901099
"2004-09-23",TRUE,585.318681318681,"14072.0879120879","9105.54945054945",1195.61538461538,1638.59340659341,14745.4065934066,3362.26373626374,401.318681318681,1816.01098901099
"2004-09-30",TRUE,573.252747252747,"14059.9010989011","8930.23076923077",-183.021978021978,-471.395604395604,14668.1318681319,2712.32967032967,-188.923076923077,-430.043956043956
"2004-10-07",TRUE,587.307692307692,"14371.5384615385","9223.30769230769",-92.1318681318681,-423.637362637363,14683.4285714286,3015.16483516484,-169.098901098901,-364.681318681319
"2004-10-14",TRUE,632.208791208791,"14378.2417582418","9257.46153846154",-160.549450549451,-485.362637362637,14665.9010989011,3689.6043956044,-149.626373626374,-397.967032967033
"2004-10-21",TRUE,555.021978021978,"14361.4395604396","8803.79120879121",1148.41758241758,1663.04395604396,14720.5054945055,2925.41758241758,222.549450549451,1731.23076923077
"2004-10-28",TRUE,569.703296703297,"14279","8649.28571428571",-317.208791208791,-539.703296703297,14608.1538461538,3270.68131868132,-123.956043956044,-302.615384615385
"2004-11-04",TRUE,546.098901098901,"14254.3846153846","8867.85714285714",-283.483516483516,-479.901098901099,14648.9230769231,2692.15384615385,-194.868131868132,-396.263736263736
"2004-11-11",TRUE,538.747252747253,"14233.0659340659","8683.20879120879",-275.406593406593,-526.681318681319,14701.5714285714,2069.30769230769,-256.043956043956,-450.021978021978
"2004-11-18",TRUE,549.450549450549,"14190.9340659341","8859.79120879121",-229.615384615385,-504.175824175824,14813.2307692308,1617.74725274725,-242.791208791209,-419.175824175824
"2004-11-25",TRUE,540.846153846154,"14179.032967033","9040.17582417582",-246.318681318681,-508.406593406593,14735.4615384615,1398.83516483516,-161.846153846154,-364.043956043956
"2004-12-02",TRUE,533.527472527473,"14173.8131868132","8957.57142857143",-238.175824175824,-483.494505494505,14604.6153846154,2153.73626373626,-213.626373626374,-412.516483516484
"2004-12-09",TRUE,549.637362637363,"14162.5494505494","8930.18681318681",-227.78021978022,-478.274725274725,14652.4615384615,2414.2967032967,-165.56043956044,-375.197802197802
"2004-12-16",TRUE,572.967032967033,"14149.0769230769","8809.62637362637",-295.340659340659,-633.483516483516,14638.8791208791,2961.9010989011,-152.703296703297,-379.615384615385
"2004-12-23",TRUE,565.89010989011,"14163.010989011","8909.40659340659",-236.67032967033,-554.725274725275,14719.4835164835,2818.08791208791,-167.703296703297,-397.791208791209
"2004-12-30",TRUE,581.923076923077,"14066.010989011","8417",-363.923076923077,-626.659340659341,14592.7142857143,3066.69230769231,-204.945054945055,-423.692307692308
"2005-01-06",TRUE,596.736263736264,"14063.956043956","8505.13186813187",-313.549450549451,-637.362637362637,14605.1648351648,2914.52747252747,-171.450549450549,-385.527472527473
"2005-01-13",TRUE,568.373626373626,"14139.8461538462","8125.95604395604",-337.164835164835,-637.912087912088,14614.0769230769,2094.89010989011,-195.978021978022,-365.681318681319
"2005-01-20",TRUE,559.813186813187,"14170.1538461538","7792.28571428571",-264.318681318681,-547.813186813187,14674.1098901099,2400.86813186813,-157.461538461538,-326.197802197802
"2005-01-27",TRUE,534.494505494505,"14180.8571428571","7048.64835164835",-310.186813186813,-667.681318681319,14705.7912087912,2190.62637362637,-174.263736263736,-339.945054945055
"2005-02-03",TRUE,543.736263736264,"14136.3076923077","7291.43956043956",-319.263736263736,-573.956043956044,14732.956043956,1942.84615384615,-197.824175824176,-394.604395604396
"2005-02-10",TRUE,565.89010989011,"14125.956043956","6856.30769230769",-409.703296703297,-707.208791208791,14680.3846153846,2186.51648351648,-157.934065934066,-343.065934065934
"2005-02-17",TRUE,539.802197802198,"14144.1538461538","6982.89010989011",-360.747252747253,-657.868131868132,14691.9120879121,1745.01098901099,-268.175824175824,-453.054945054945
"2005-02-24",TRUE,547.681318681319,"14225.1868131868","7208.91208791209",-281.362637362637,-556.472527472527,14696.0989010989,1312.45054945055,-188.527472527473,-385.659340659341
"2005-03-03",TRUE,554.626373626374,"14265.1318681319","7457.69230769231",-316.956043956044,-571.186813186813,14662.7472527473,2125.62637362637,-160.120879120879,-374.868131868132
"2005-03-10",TRUE,581.43956043956,"14224.3956043956","7466.01098901099",818.802197802198,1526.46153846154,14741.8461538462,2200.41758241758,318.681318681319,1794.7032967033
"2005-03-17",TRUE,569,"14294.989010989","7246.95604395604",-325.131868131868,-695.648351648352,14732.7692307692,2068.54945054945,-230.549450549451,-441.406593406593
"2005-03-24",TRUE,560.43956043956,"14328.5274725275","7368.17582417582",-247.912087912088,-501.406593406593,14742.0549450549,2559.07692307692,-174.703296703297,-373.967032967033
"2005-03-31",TRUE,556.582417582418,"14388.1868131868","7352.38461538462",-351.681318681319,-590.263736263736,14687.010989011,1290.72527472527,-169.395604395604,-372.923076923077
"2005-04-07",TRUE,583.615384615385,"14341.8131868132","7797.07692307692",-384.054945054945,-582.241758241758,14667.1098901099,2037.79120879121,-189.318681318681,-373.494505494506
"2005-04-14",TRUE,580.362637362637,"14348.5714285714","7700.3956043956",1964.67032967033,3685.85714285714,14753.5384615385,2073.48351648352,567.593406593407,3972.05494505495
"2005-04-21",TRUE,591.857142857143,"14318.4065934066","7612.52747252747",-284.56043956044,-531.395604395604,14692.2857142857,2002.17582417582,-141.857142857143,-305.142857142857
"2005-04-28",TRUE,603.703296703297,"14416.1758241758","8223.25274725275",1074.16483516484,1793.30769230769,14726.2857142857,3163.9010989011,298.208791208791,1872
"2005-05-05",TRUE,598.56043956044,"14329.1868131868","8723.28571428571",-351.351648351648,-591.208791208791,14675.956043956,2362.69230769231,-227.208791208791,-416.989010989011
"2005-05-12",TRUE,629.835164835165,"14241.0879120879","8841.59340659341",988.10989010989,1547.17582417582,14633.8021978022,2704.98901098901,317.67032967033,1767.01098901099
"2005-05-19",TRUE,635.945054945055,"14170.032967033","8830.59340659341",-188.945054945055,-419.307692307692,14599.4945054945,3158.84615384615,-166.164835164835,-337.461538461538
"2005-05-26",TRUE,632.395604395604,"14298","8118.20879120879",-143.087912087912,-175.648351648352,14640.8791208791,3170.14285714286,-205.692307692308,-288.813186813187
"2005-06-02",TRUE,653.10989010989,"14345.4725274725","9115.83516483517",2545.79120879121,3988,14726.1868131868,4286.20879120879,1194.41758241758,4096.67032967033
"2005-06-09",TRUE,618.098901098901,"14363.7252747253","8252.06593406593",-35.1428571428571,-138.285714285714,14684.7802197802,3446.35164835165,-209.472527472527,-307.395604395604
"2005-06-16",TRUE,650.087912087912,"14298.2087912088","8821.3956043956",-278.230769230769,-320.131868131868,14623.2967032967,4016.14285714286,-161.362637362637,-324.241758241758
"2005-06-23",TRUE,632.285714285714,"14277.6153846154","9171.62637362637",-258.120879120879,-355.395604395604,14619.1098901099,3730.12087912088,-158.538461538462,-323.373626373626
"2005-06-30",TRUE,637,"14259.2307692308","9257.42857142857",-234.769230769231,-394.681318681319,14610.0549450549,3100.15384615385,-159.989010989011,-347.923076923077
"2005-07-07",TRUE,621.582417582418,"14208.043956044","9033.01098901099",-68.5494505494506,-303.989010989011,14643.5934065934,3256.30769230769,-114.054945054945,-250.417582417582
"2005-07-14",TRUE,651.307692307692,"14199.4615384615","9203.15384615385",1032.28571428571,1613.98901098901,14608.7472527473,3577.48351648352,670.978021978022,1823.38461538462
"2005-07-21",TRUE,658.868131868132,"14263.5604395604","9202.02197802198",-148.538461538462,-304.659340659341,14649.5494505494,2937.65934065934,-173,-398.989010989011
"2005-07-28",TRUE,658.725274725275,"14226.2857142857","8767.05494505494",-138.527472527473,-459.362637362637,14680.3956043956,2728.52747252747,-230.340659340659,-512.648351648352
"2005-08-04",TRUE,660.076923076923,"14168.956043956","8253.48351648352",-187.901098901099,-479.582417582418,14625.9450549451,3404.50549450549,-187.813186813187,-422.131868131868
"2005-08-11",TRUE,632.527472527472,"14186.7142857143","7527.08791208791",-156.582417582418,-331.604395604396,14631.0549450549,2882.49450549451,-183.21978021978,-334.945054945055
"2005-08-18",TRUE,646.835164835165,"14107.5384615385","7990.56043956044",1022.67032967033,1727.74725274725,14634.3516483516,2991.94505494505,486.956043956044,1734.24175824176
"2005-08-25",TRUE,692.175824175824,"14104.021978022","8726.94505494506",-254.142857142857,-444.131868131868,14579.1098901099,4309.16483516484,-187.175824175824,-394.10989010989
"2005-09-01",TRUE,682.043956043956,"14177.9120879121","8781.62637362637",-168.32967032967,-406.989010989011,14522.8131868132,4241.83516483516,-190.362637362637,-453.538461538462
"2005-09-08",TRUE,665.78021978022,"14283.3296703297","8500.20879120879",-124.89010989011,-233.164835164835,14560,3797.15384615385,-130.318681318681,-356.164835164835
"2005-09-15",TRUE,653.626373626374,"14247.2417582418","8919.27472527472",-176.241758241758,-432.395604395604,14687.6593406593,3151.92307692308,-258.802197802198,-421.615384615385
"2005-09-22",TRUE,617.593406593407,"14230.7472527473","8945.73626373626",-48.8021978021978,-266.296703296703,14706.8351648352,2681.41758241758,-180.483516483516,-388.153846153846
"2005-09-29",TRUE,606.967032967033,"14022.8131868132","8971.13186813187",-293.483516483516,-640.56043956044,14669.7252747253,2890.24175824176,-154.945054945055,-437.868131868132
"2005-10-06",TRUE,648.208791208791,"14012.4615384615","8813.98901098901",-179.142857142857,-494.032967032967,14657.2967032967,3952.47252747253,-173.241758241758,-404
"2005-10-13",TRUE,671.318681318681,"14125.2197802198","9097.14285714286",-107.406593406593,-319.659340659341,14620.2747252747,4457.15384615385,-143.054945054945,-280
"2005-10-20",TRUE,680.802197802198,"14171.4615384615","9321.74725274725",-213.32967032967,-427.120879120879,14623.3406593407,4659.24175824176,-152.923076923077,-324.791208791209
"2005-10-27",TRUE,669.604395604396,"14131.0989010989","9292.53846153846",-273.868131868132,-482.967032967033,14494.1318681319,4366.1978021978,-149.241758241758,-312.252747252747
"2005-11-03",TRUE,688.813186813187,"14048.1318681319","9418.68131868132",-397.098901098901,-641.835164835165,14590.8461538462,4375.3956043956,-195.802197802198,-405.626373626374
"2005-11-10",TRUE,651.824175824176,"13954.7252747253","8674.94505494506",-358.494505494506,-617.967032967033,14714.6703296703,3574.20879120879,-193.747252747253,-434.56043956044
"2005-11-17",TRUE,634.285714285714,"14084.2747252747","8880",-217.56043956044,-574.857142857143,14699.7252747253,2858.85714285714,-213.32967032967,-491.637362637363
"2005-11-24",TRUE,683.923076923077,"14100.3186813187","8652.08791208791",-330.615384615385,-612.318681318681,14717.6043956044,3106.63736263736,-200.538461538462,-468.571428571429
"2005-12-01",TRUE,654.43956043956,"14064.4615384615","8617.95604395604",911.131868131868,1447.43956043956,14613.2527472527,2932.92307692308,205.626373626374,1729.34065934066
"2005-12-08",TRUE,630.230769230769,"14076.8791208791","8615.85714285714",986.505494505495,1550.83516483516,14665.9340659341,3267.40659340659,348.131868131868,1751.61538461538
"2005-12-15",TRUE,673.197802197802,"14132.7252747253","8728.72527472528",-327.32967032967,-622.054945054945,14629.4945054945,3686.50549450549,-156.274725274725,-380.593406593407
"2005-12-22",TRUE,646.703296703297,"14066.0549450549","8557.12087912088",958.395604395604,1488.17582417582,14603.3406593407,3067.93406593407,350.978021978022,1757.94505494505
"2005-12-29",TRUE,616.736263736264,"14117.3406593407","8624.50549450549",-346.758241758242,-595.175824175824,14634.6703296703,3023.14285714286,-214.879120879121,-480.714285714286
"2006-01-05",TRUE,610.417582417582,"14063.4615384615","8569.76923076923",2219.01098901099,3586.26373626374,14788,3246.71428571429,765.879120879121,3949.16483516484
"2006-01-12",TRUE,601.098901098901,"13876.7362637363","8114.69230769231",-280.10989010989,-616.571428571429,14664.1648351648,2834.73626373626,-180.527472527473,-424.659340659341
"2006-01-19",TRUE,595.010989010989,"14240.032967033","7493.65934065934",-411.912087912088,-669.758241758242,14712.6703296703,2726.2967032967,-184.857142857143,-395.89010989011
"2006-01-26",TRUE,607.78021978022,"14179.7032967033","7574.71428571429",-251.659340659341,-427.725274725275,14699.4285714286,2662.56043956044,-159.076923076923,-331.010989010989
"2006-02-02",TRUE,600.923076923077,"13902.5274725275","7874.78021978022",-423.153846153846,-657.967032967033,14564.4505494506,1960.69230769231,-191.208791208791,-372.263736263736
"2006-02-09",TRUE,632.197802197802,"13978.3516483516","7541.71428571429",-356.615384615385,-617.274725274725,14574.4615384615,3553.9010989011,-148.934065934066,-350.978021978022
"2006-02-16",TRUE,595.56043956044,"13886.1208791209","7100.7032967033",-341.868131868132,-623.912087912088,14617.7692307692,1831.59340659341,-243.846153846154,-476.571428571429
"2006-02-23",TRUE,611.538461538462,"14041.6813186813","7193.65934065934",-418.615384615385,-682.835164835165,14680.956043956,2469.73626373626,-190.307692307692,-421.296703296703
"2006-03-02",TRUE,647.296703296703,"14066.978021978","7583.51648351648",-287.736263736264,-547.934065934066,14747.8131868132,2811.97802197802,-175.065934065934,-340.912087912088
"2006-03-09",TRUE,650.923076923077,"14174.6923076923","7858.62637362637",-124.681318681319,-474.802197802198,14710.8791208791,2875.18681318681,-161.846153846154,-329.043956043956
"2006-03-16",TRUE,689.10989010989,"14074.3186813187","7910.16483516484",-310.945054945055,-441.736263736264,14717.6703296703,4258.98901098901,-97.2527472527473,-216.978021978022
"2006-03-23",TRUE,671.142857142857,"13954.4395604396","7916.78021978022",-341.901098901099,-514.098901098901,14507.5054945055,2993.20879120879,-62.3736263736264,-175.197802197802
"2006-03-30",TRUE,678.175824175824,"13928.2087912088","8250.98901098901",-246.956043956044,-388.868131868132,14500.5604395604,3386.14285714286,-65.7032967032967,-184.362637362637
"2006-04-06",TRUE,709.791208791209,"14014.7582417582","8373.73626373626",-253.989010989011,-498,14512.6813186813,3754.57142857143,-76.5824175824176,-220.725274725275
"2006-04-13",TRUE,654.923076923077,"14032.5054945055","8349.06593406593",-306.516483516484,-472.021978021978,14588.0659340659,3417.08791208791,-67.3626373626374,-180.538461538462
"2006-04-20",TRUE,636.56043956044,"14127.8351648352","8264.87912087912",-276.384615384615,-512.615384615385,14624.4725274725,2620.25274725275,-138.263736263736,-222.725274725275
"2006-04-27",TRUE,715.978021978022,"14077.5934065934","8140.32967032967",-374.769230769231,-748.197802197802,14625.5934065934,4773.18681318681,-271.725274725275,-546.824175824176
"2006-05-04",TRUE,740.813186813187,"13862.8901098901","8546.36263736264",-371.626373626374,-640.747252747253,14462.4395604396,5236.89010989011,-143.67032967033,-420.758241758242
"2006-05-11",TRUE,752.681318681319,"14193.1098901099","8884.57142857143",-314.230769230769,-624.043956043956,14560.0879120879,4824,-183.846153846154,-333.142857142857
