"date","lab","MatarianoBayin_surface_elevation","MatarianoBayin_water_temp_0","MatarianoBayin_salinity_0","MatarianoBayin_velocity_u_0","MatarianoBayin_velocity_v_0","MatarianoBayin_pr_wtr","MatarianoBayin_precipitationCal","MatarianoBayfar_surface_elevation","MatarianoBayfar_water_temp_0","MatarianoBayfar_salinity_0","MatarianoBayfar_velocity_u_0","MatarianoBayfar_velocity_v_0","MatarianoBayfar_water_temp_100","MatarianoBayfar_salinity_100","MatarianoBayfar_velocity_u_100","MatarianoBayfar_velocity_v_100"
"2009-01-22",FALSE,887.357142857143,"14168.9642857143","7600.10714285714","-42.6428571428571","-159.821428571429",49.9607162475586,1.05732364952564,864.017857142857,"14194.8035714286","7820.48214285714","-100.142857142857","-444.517857142857","14377.3035714286","6626.28571428571","250.553571428571","-244.410714285714"
"2009-01-29",FALSE,846.357142857143,"14200.1785714286","7488.57142857143","-32.8571428571429","-1.89285714285714",48.8785705566406,0.236203648149967,845.517857142857,"14166.9464285714","7809.23214285714","-140.214285714286","263.625","14416.3928571429","5833.33928571429","72.4107142857143","-63.9464285714286"
"2009-02-05",FALSE,843.678571428571,"13991.8214285714","7810.96428571429","948.642857142857","2044.42857142857",39.8428573608398,0.520708233118057,853.571428571429,"13941.5178571429","8311.57142857143","884.25","2388.67857142857","14581.1607142857","5896","781.785714285714","2123.96428571429"
"2009-02-12",FALSE,831.928571428571,"14002.2857142857","8188.57142857143","-144.071428571429","80.5357142857143",49.410717010498,1.70503586530685,855.464285714286,"13957.25","8468.80357142857","-362.589285714286","592.660714285714","14772.9285714286","6304","-75.0357142857143","297.589285714286"
"2009-02-19",FALSE,815.571428571429,"13978.6428571429","8178.57142857143","1036.03571428571","2049.42857142857",52.3535690307617,1.0121436715126,832.678571428571,"13952.7321428571","8530.30357142857","933.517857142857","2462.80357142857","14633.3214285714","6326.76785714286","850.053571428571","2290.80357142857"
"2009-02-26",FALSE,858,"13970.7142857143","7962.35714285714","-117.785714285714","7.42857142857143",40.4750022888184,0.131532138213515,862.678571428571,"13932.2321428571","8164.58928571429","-280.785714285714","415.517857142857","14652.0535714286","6415.76785714286","30.9464285714286","-23.0178571428571"
"2009-03-05",FALSE,867.321428571429,"14037.3214285714","7690.67857142857","-120.142857142857","17.2857142857143",37.6321449279785,0.549266152083874,866.428571428571,"13980.6964285714","8149.83928571429","-242.482142857143","415.142857142857","14705.6785714286","5979.07142857143","65.2678571428571","-98.125"
"2009-03-12",FALSE,921.357142857143,"14043.0714285714","8463.53571428571","-109.821428571429","26.7857142857143",36.7214279174805,0.29217592254281,924.982142857143,"14062.5178571429","8681.875","-229.303571428571","110.982142857143","14688.9821428571","7012.89285714286","134.660714285714","-171.75"
"2009-03-19",FALSE,929.535714285714,"14073.4285714286","8546.71428571429","-68.0357142857143","-6.46428571428571",41.9785690307617,0.369439959526062,928.839285714286,"14091.25","8699.35714285714","-140.035714285714","56.2857142857143","14588.0357142857","6642.39285714286","130.107142857143","-64.8214285714286"
"2009-03-26",FALSE,927.464285714286,"14141.0357142857","8687.46428571429","-60.3571428571429","16.4642857142857",36.3642845153809,0.00121426222176524,931.839285714286,"14126.0892857143","8836.51785714286","-184.303571428571","184.821428571429","14626.4107142857","6548.5","94.9642857142857","-38.4107142857143"
"2009-04-02",FALSE,931.357142857143,"14157.3214285714","8758.60714285714","-66.0714285714286","10.8214285714286",42.2142868041992,0.336844127625227,936.392857142857,"14152","8903.51785714286","-182.857142857143","246.392857142857","14573.5357142857","6616.08928571429","108.910714285714","-36.8571428571429"
"2009-04-09",FALSE,923.642857142857,"14156.4642857143","8566.57142857143","2370.78571428571","4056.32142857143",41.603572845459,0.17239242233336,930.357142857143,"14129.5178571429","8775.51785714286","2288.875","4383.35714285714","14538.9642857143","6214.80357142857","1856.73214285714","4134.32142857143"
"2009-04-16",FALSE,945.571428571429,"14188.4642857143","8567.25","-125.071428571429","53.6785714285714",44.0999984741211,0.0172280131373554,953.160714285714,"14146.2857142857","8857.64285714286","-324.785714285714","547.267857142857","14513.8928571429","6331.44642857143","66.0714285714286","29.5178571428571"
"2009-04-23",FALSE,935.678571428571,"14213.9285714286","8648.78571428571","-77.2142857142857","61.4642857142857",57.4500007629395,0.514651820063591,952.357142857143,"14134.4107142857","8942.23214285714","-230.517857142857","646.303571428571","14559.0535714286","6425.71428571429","15.3392857142857","78.6428571428571"
"2009-04-30",FALSE,939.214285714286,"14281.0714285714","8756.85714285714","-65.6785714285714","43.6785714285714",45.603572845459,0.480209939181805,954.964285714286,"14222.7857142857","9165.44642857143","-267.089285714286","690.125","14593.1607142857","6637.57142857143","-36.0178571428571","145.035714285714"
"2009-05-07",FALSE,966.714285714286,"14297.4642857143","8886.28571428571","11.9642857142857","-15.4285714285714",54.4035720825195,0.26556234806776,967.732142857143,"14274.2142857143","9007.83928571429","-57.7142857142857","229.892857142857","14606.2857142857","6585.32142857143","106.589285714286","-122.321428571429"
"2009-05-14",FALSE,933.678571428571,"14252.5714285714","8994.03571428571","1170.39285714286","2081.89285714286",49.1392860412598,0.372076906263828,940.75,"14202.5714285714","9110.08928571429","1097.5","2344.17857142857","14558.2678571429","6828.125","994.285714285714","2036.875"
"2009-05-21",FALSE,946.535714285714,"14209.7142857143","8919.07142857143","-122.464285714286","77.25",49.8571434020996,0.733319357037544,969.446428571429,"14097.8571428571","9178.82142857143","-342.982142857143","764.732142857143","14660.3035714286","7131.41071428571","23.4107142857143","46"
"2009-05-28",FALSE,930.392857142857,"14225.7142857143","8969.17857142857","-105.928571428571","76.9285714285714",43.625,0.0485079796053469,950.446428571429,"14147.4821428571","9686.21428571429","-387.607142857143","909.875","14605.875","6878.375","-24.3928571428571","198.160714285714"
"2009-06-04",FALSE,936.5,"14411.6785714286","9174.64285714286","-41.3928571428571","38.5",54.0428581237793,0.0706751216202974,946.071428571429,"14376.5892857143","9447.92857142857","-191.357142857143","569.642857142857","14664.3035714286","6707.85714285714","16","33.2142857142857"
"2009-06-11",FALSE,929.75,"14411.3928571429","8863.75","6.10714285714286","26.9642857142857",52.0642852783203,0.0930099152028561,940.357142857143,"14383.7321428571","9223.10714285714","-103.214285714286","532.446428571429","14586.9821428571","6534.03571428571","-30.3214285714286","115.928571428571"
"2009-06-18",FALSE,944.928571428571,"14487.8928571429","9022.85714285714","4","26.1071428571429",52.3321418762207,0.264260325580835,957.857142857143,"14470.4107142857","9399.28571428571","-106.553571428571","454.678571428571","14678.2321428571","6993.30357142857","14.6071428571429","-23.3035714285714"
"2009-06-25",FALSE,946.035714285714,"14411.5714285714","8785.67857142857","-41.1071428571429","51.2857142857143",50.3464279174805,1.08804079890251,950.464285714286,"14375.6964285714","9177.21428571429","-160.767857142857","347.160714285714","14773.1964285714","7223.03571428571","24.4464285714286","-125.428571428571"
"2009-07-02",FALSE,907.214285714286,"14501.4642857143","9027.60714285714","-27.3928571428571","-10.1785714285714",45.4678573608398,0.0304250312037766,899.964285714286,"14431.4107142857","9540.03571428571","-78.9821428571429","60.9464285714286","14690.7678571429","6505.625","141.803571428571","-207.25"
"2009-07-09",FALSE,915.071428571429,"14396","9390.28571428571","8.64285714285714","-39.2857142857143",45.0964279174805,0.0431234268471599,906.571428571429,"14275.8035714286","9514.64285714286","63.5357142857143","-253.392857142857","14669.0714285714","6413.44642857143","174.625","-334.125"
"2009-07-16",FALSE,961.607142857143,"14278.2142857143","8876.07142857143","9.03571428571428","-24.9642857142857",51.875,0.223697252571583,953.035714285714,"14231.7678571429","9138.57142857143","70.25","-212.553571428571","14582.3392857143","6909.91071428571","198.071428571429","-388.428571428571"
"2009-07-23",FALSE,903.75,"14255.5","8976","-14","14.2142857142857",51.5642852783203,0.107888044789433,908.785714285714,"14182.875","9031.41071428571","-35.1785714285714","-9.5","14759.6607142857","6973.53571428571","127.642857142857","-138.928571428571"
