"","lon","lat","velocity_u_10","velocity_v_10","vel","date","day"
"9493",124.910740256819,9.74672083269681,-168.678571428571,-59.6428571428571,178.912634733679,2020-08-02,215
"9494",125.000571785231,9.74672083269681,-250.321428571429,-144.892857142857,289.23132204701,2020-08-02,215
"9495",125.090403313643,9.74672083269681,-326.214285714286,-213.660714285714,389.957255392387,2020-08-02,215
"9496",125.180234842055,9.74672083269681,-395.857142857143,-296.392857142857,494.521590343967,2020-08-02,215
"9497",125.270066370467,9.74672083269681,-373.678571428571,-400.214285714286,547.546481346282,2020-08-02,215
"9498",125.359897898879,9.74672083269681,-161.803571428571,-451.678571428571,479.785293245631,2020-08-02,215
"9499",124.910740256819,9.83655236110876,-18.5357142857143,-38.4107142857143,42.6492165932788,2020-08-02,215
"9500",125.000571785231,9.83655236110876,-57.5892857142857,-74.9821428571429,94.5454788793764,2020-08-02,215
"9501",125.090403313643,9.83655236110876,-124.821428571429,-123.696428571429,175.730462561102,2020-08-02,215
"9502",125.180234842055,9.83655236110876,-249.053571428571,-185.357142857143,310.459259564745,2020-08-02,215
"9503",125.270066370467,9.83655236110876,-367.464285714286,-292.267857142857,469.521566697833,2020-08-02,215
"9504",125.359897898879,9.83655236110876,-333.553571428571,-649.089285714286,729.777285095828,2020-08-02,215
"9505",124.910740256819,9.5670577758729,-573.875,-152.678571428571,593.83774029483,2020-05-06,127
"9506",125.000571785231,9.5670577758729,-452.910714285714,-152.125,477.77623500944,2020-05-06,127
"9507",125.090403313643,9.5670577758729,-356.267857142857,-109.214285714286,372.631917899212,2020-05-06,127
"9508",125.180234842055,9.5670577758729,-243.428571428571,-74.1071428571429,254.458912223966,2020-05-06,127
"9509",125.270066370467,9.5670577758729,-129.392857142857,-32.6607142857143,133.451241047976,2020-05-06,127
"9510",125.359897898879,9.5670577758729,-37.5892857142857,19.6428571428571,42.4122180184543,2020-05-06,127
