"","resp","Vistempanno","Vistempraw","Vissalanno","Vissalraw","Visveluanno","Visveluraw","Visvelvanno","Visvelvraw","SouSibtempanno","SouSibtempraw","SouSibtempdeep","SouSibsalanno","SouSibsalraw","SouSibsaldeep","SouSibveluanno","SouSibveluraw","SouSibveludeep","SouSibvelvanno","SouSibvelvraw","SouSibvelvdeep","Sibtempanno","Sibtempraw","Sibtempdeep","Sibsalanno","Sibsalraw","Sibsaldeep","Sibveluanno","Sibveluraw","Sibveludeep","Sibvelvanno","Sibvelvraw","Sibvelvdeep","Tabtempanno","Tabtempraw","Tabtempdeep","Tabsalanno","Tabsalraw","Tabsaldeep","Tabveluanno","Tabveluraw","Tabveludeep","Tabvelvanno","Tabvelvraw","Tabvelvdeep","Surtempanno","Surtempraw","Surtempdeep","Sursalanno","Sursalraw","Sursaldeep","Surveluanno","Surveluraw","Surveludeep","Survelvanno","Survelvraw","Survelvdeep","Mintempanno","Mintempraw","Mintempdeep","Minsalanno","Minsalraw","Minsaldeep","Minveluanno","Minveluraw","Minveludeep","Minvelvanno","Minvelvraw","Minvelvdeep","atmocloraw","atmocloanno","atmorainraw","atmorainanno"
"1",-0.491226040507784,1.76130168713797,-0.615945625235035,-1.71836775337359,-1.20422171851425,-1.31086487811065,-1.46991042438647,1.37239871115296,0.131512736774857,0.469156153323229,-1.06440133643763,-0.44667668653044,-1.34139708619526,-1.36778920184038,-0.0384587308594046,-0.811711237852645,-1.24199473097816,-0.0450844861070436,0.976903246853329,0.219818988781734,-0.115290708788292,0.785353664472826,-1.0469452629471,-0.549990110459916,-1.75612053196595,-1.75543816686914,-0.0781838941412122,-0.174435401493623,-0.818557702547809,-1.92389600682464,1.03941534290787,0.121089269320203,0.619662570674504,-0.100880852539884,-1.42038746051711,-1.76133190581437,-1.14948256119655,-0.981261660234383,0.806221067921961,-0.747326272181609,-1.24663493312512,-1.79542318003384,0.322461348648503,-0.528321438018774,-2.26496146960925,0.0190941994605674,-1.21367790746665,-4.04127525683657,-1.80260872539693,-1.77431845451867,-3.72436044025415,-1.45263274312801,-1.4295868474615,1.90325223495881,-0.0230139215625499,-0.19847383229823,-1.82097327084987,0.246928947247204,-0.978795958876345,0.545746117968209,-0.0373954815761283,-0.37057395366417,0.433843794481244,-0.92159595549904,-0.719504886881931,2.20323318692762,0.872329237414964,0.0971988628758753,-1.67599653875682,0.0767256396444293,-0.685514107770502,-0.364752489318657,-0.435466711551568
"2",-0.491226040507784,2.48088891762313,-0.421378967001727,-2.06712619805305,-1.42363177253166,-1.26555612613724,-1.48462077431176,1.73871040725633,0.455270704745214,2.14074951240722,-0.485316950987955,-0.43205866806973,-1.75049392014959,-1.6795058549458,-0.025840654778116,0.218833373565009,-0.677448050075259,-0.0436673172606505,0.108630799423773,-0.537160701980729,-0.144606092724362,0.831887926997876,-1.14300430964349,-0.522320053158888,-1.98642107435105,-1.87613089028988,-0.0648340818766861,0.00620709536238357,-0.705437468336847,-1.86738422080864,0.623866651017921,-0.222089893062269,0.597599193746815,0.270136436588113,-1.39010927783861,-1.68787733102076,-1.39859252875816,-1.09932448896089,0.820359549724178,-0.0611785125248137,-0.834797194390743,-1.81290340532598,0.546269617930763,-0.290598509974062,-2.21566687674311,1.02035122889813,-0.934571140994264,-3.95608763610951,-1.33942426532118,-1.26712116676676,-3.62859143312621,-1.67968666876433,-1.67934505788102,1.88312655731411,-0.856595619756113,-1.06384316386176,-1.81218116354828,0.920156970546962,-0.688423878810859,0.557603008308,-0.434656768124027,-0.522385558293155,0.448947433557938,-0.957584536200642,-0.82924750857642,2.12335173994325,-0.199564711712917,-0.675599634823791,-1.63813045317526,-0.291795177214264,-1.0781936131032,-1.1072922705137,-1.19036553723266
"3",-0.491226040507784,2.5279997269575,-0.47616613561038,-1.99038343144153,-1.29438768716231,-0.885470378889335,-1.30295276003842,1.5745283953714,0.378338118296812,1.45098429975671,-0.87114115269658,-0.417632474449692,-2.12940652443488,-1.96715125699653,-0.0132052450298681,-0.0108935469220274,-0.805223192273345,-0.0969454481144437,3.03215203844638,2.26591373898264,-0.16701908443887,1.10444597867002,-1.10506796683589,-0.494389987128401,-2.2446444734095,-2.02125112204216,-0.0513031277466807,-0.209260834569818,-0.845028343483975,-1.74127133807034,2.12865402726803,1.18394384322233,0.619624219938069,1.01280007445088,-1.16299168142229,-1.6179849012636,-1.45346010129654,-1.05529782158365,0.834365305065609,-0.953155315233222,-1.36711829724425,-1.81899028218264,1.42073464624304,0.500654045379213,-2.27945426097711,1.47058408292853,-0.853802346626216,-3.87066146253104,-1.80350074925025,-1.65833865552091,-3.53250017491905,-1.02553793915462,-1.38880616148631,1.88530279426706,0.177259517572627,-0.239634584496594,-1.79035388150162,0.481394293352662,-1.05762499217563,0.571484967740699,0.140209213100152,-0.104863844768219,0.463879710625674,-1.47823177265814,-1.33876153070425,2.10635429855343,1.05913329246526,0.403484146760597,-1.55391705941,0.370857505791815,-0.0803712990178013,-0.441213175563466,-0.299446276328829
"4",-0.491226040507784,2.30009183665154,-0.608503419830092,-1.69523104277916,-0.989459394839523,-1.14643579532198,-1.48341894833747,0.350395006592972,-0.51935442925736,0.510860127680589,-1.322467706158,-0.402968943587436,-2.07544637263796,-1.86578588823349,-0.000624920976318319,-0.256064355580515,-0.937835620556492,-0.193895853860847,1.34005276594765,0.759605230784172,-0.183987181909502,0.745195206812463,-1.28860124488413,-0.466484235172385,-2.27793198136939,-1.96352559341275,-0.037796462059612,-0.467761788083527,-1.01407603129812,-1.74642457221698,1.16805468369965,0.369189630766319,0.598844038748781,1.27303002066318,-1.09720064806798,-1.54855924824249,-1.66861106821099,-1.14898988291249,0.847449436152023,-0.991214263710943,-1.38357555271415,-1.75730141790279,0.457398674743067,-0.251363756898532,-2.20753247842292,1.20014747946854,-1.03809504194707,-3.78438212872781,-2.46128837783546,-2.23899210218861,-3.43422015860526,-0.821633529775699,-1.36030353150364,1.87544867591934,-0.871315467865355,-1.27724037396603,-1.78773387923762,0.0688628880177564,-1.36253630788095,0.585447135475755,-0.179614927987364,-0.201864068549885,0.478970158712739,-0.763907708306047,-0.862185115155219,2.07945173056413,0.473662503765811,0.0327803915111712,-1.56307156250335,1.2460892116047,1.23642909492638,-0.298183133960927,-0.00856438551468657
"5",-0.491226040507784,1.99071464470866,-0.734467816349615,-1.6816822664322,-0.926547716920954,-1.31298523244778,-1.60470722566259,0.782297083687149,-0.0927282680434962,0.592156469258053,-1.2970804805331,-0.387905549255267,-1.98649865524851,-1.73517818307611,0.0121029803467479,-0.491614367022891,-1.06230725030624,-0.312628774694393,2.52867632773747,1.95474015966031,-0.192619424660378,-0.00689881221126511,-1.59073965992776,-0.43809506830309,-1.89093994411183,-1.52766089179419,-0.0239400493135842,-0.625921398600669,-1.12183127900959,-1.68721665704453,2.11147715934006,1.28745068191481,0.619989818847749,-0.552851654770925,-1.87153408568108,-1.47712835813452,-1.59145154860224,-1.00059898809109,0.86027934073044,-1.55113503895356,-1.71129843015793,-1.74215316271587,0.0825605496292359,-0.506995806782496,-2.16151819650572,1.09398403336849,-1.11385974155352,-3.69783561008057,-2.9820922236729,-2.68998273986443,-3.3368614697092,-1.99658938873211,-2.15277060973592,1.86751713318335,-0.752845042329905,-1.24913751556853,-1.79583184636845,0.0886081354369578,-1.34345002136211,0.599286191183921,0.138711714276141,0.0766277814399184,0.494881646651706,-0.996121943971361,-1.15258439565536,1.93848434413114,0.729812898881186,0.333263549799534,-1.53357585469426,1.22446826180079,1.41839447054464,2.4326620316306,3.28808976183573
"6",-0.491226040507784,1.95978307424554,-0.701312821998108,-2.10978119360677,-1.23898674147752,-0.891668370681717,-1.38371546551056,1.61452391753868,0.663046970418359,1.26027566166541,-0.977494740288578,-0.37282397044984,-2.31517714761932,-1.98450916918925,0.0249010920516828,-0.0603976145885231,-0.81548767738067,-0.382207490273818,1.23894364895657,0.833830121264727,-0.220160483556459,1.00897841694766,-1.10429051544627,-0.409457473142907,-2.76234851802144,-2.23222818505965,-0.00990796264777579,-0.311595388717525,-0.931424871357851,-1.68623887215707,0.986020283791087,0.342061884238771,0.655208883119161,0.780351336924138,-1.25410442764855,-1.40140585600753,-1.84969087411385,-1.13984686298682,0.874165510292854,-0.675309178888263,-1.1743720047861,-1.71185636324968,1.80431629478916,1.00111756705331,-2.15988653020609,1.75952968790628,-0.825326342516721,-3.61102796581869,-2.55788717071779,-2.23011014833278,-3.23849593533601,-0.20950310260397,-1.14033213549458,1.85514701151988,1.02129228161765,0.286726275943514,-1.80390753945815,0.490802256676586,-1.03074722879472,0.61418029298326,-0.0186021694503271,0.0835417481526139,0.511321568344394,-0.503787180237114,-0.861888713746186,1.9320647517966,0.184193915338497,0.00376976352937606,-1.48994412412677,0.300326359734128,0.450612189310203,1.09375952601926,1.85863208022336
"7",-0.491226040507784,2.1384080920424,-0.53955700988949,-2.09511309090198,-1.1867834342685,-0.154839714972866,-0.975383072486545,0.625444749737453,-0.0111331005982218,1.81046909269806,-0.662668034921814,-0.357646699461141,-2.20365040114258,-1.83627138945284,0.0377063672238292,0.593047308210128,-0.443311605299543,-0.446402238162927,1.88108746879359,1.52023907000106,-0.212179980512197,2.05399902306824,-0.560260693044811,-0.380652942972847,-2.57108012877179,-1.98046020716666,0.00425945613513699,-0.336411986341547,-0.957389381492179,-1.63227535335292,1.31078923925518,0.716977876296675,0.596307494579683,1.45682933797316,-0.868652318099256,-1.32421428720209,-1.84197025851979,-1.06154183519142,0.887594608818484,-0.340844320907318,-0.960224507683961,-1.7239714072659,0.994219671590505,0.376502502290493,-2.06339727577171,2.25767801009203,-0.566181856768927,-3.5241408286343,-1.71995220211211,-1.37442477145748,-3.14016663029988,0.272651686580531,-0.900095682783562,1.84465503923635,1.15445883363884,0.36486073830627,-1.80524841343183,1.62597477551667,-0.204883044766069,0.627645879526353,-2.22308577086368,-1.09431161396434,0.527831122103847,-0.405041844195577,-0.886341829991413,1.91555747974691,-0.323409042388739,-0.294147069975982,-1.46368150220786,-0.834565798283207,-0.773109339792595,-0.957458224417877,-0.405622869475603
"8",-0.491226040507784,2.83603938294957,-0.121091202590668,-1.76760582610327,-0.878099775828814,-1.21166773475532,-1.58576644830781,0.863119549948628,0.291351841573903,0.35433746150829,-1.15496565603591,-0.342420549751166,-1.67334819366557,-1.3091835679911,0.0506333083584042,-1.92357878008217,-1.82223309601065,-0.494188803565452,2.22263695677621,1.92230959212727,-0.215305433375991,1.94924640315124,-0.456744683019808,-0.35148269504613,-2.04904413017944,-1.43505812293352,0.0187200683728376,-0.806078376551002,-1.26506629592996,-1.58957056327747,1.054864120562,0.572911105902805,0.62572598316554,0.475407752955077,-1.14399471925422,-1.24933764808155,-1.72468000178526,-0.898401051082293,0.9009206301734,-1.60918587140856,-1.70574495300348,-1.70496912610443,0.19966256006837,-0.237752824300701,-2.02518921067105,1.0868135038754,-0.967368248553294,-3.43702923970083,-1.33846540158136,-0.965889187347371,-3.04062529788141,-0.410435550753397,-1.34605221651231,1.82927414918486,1.83490509093323,0.955375598724517,-1.79133751229037,0.603505169711928,-0.693326926555848,0.642075700074573,-1.4146982949861,-0.519747334152783,0.544160547920328,-0.64151862183359,-1.17507385256574,2.04629524294843,0.458996935274036,0.426878614710019,-1.43545624551765,-0.861276247110652,-0.541520670770241,-1.09619416652637,-0.463575685761143
"9",-0.491226040507784,1.83731578768644,-0.388555829868943,-1.29774555075331,-0.455119132801858,-1.24436207924931,-1.60066909038898,-0.054431661678914,-0.315657921956479,0.614671357608739,-0.881709177389163,-0.326775322348421,-1.54053937904285,-1.14183394068363,0.0636002960706088,-1.13433658169058,-1.36823609953952,-0.4763741833824,0.979950506803075,0.836570732605548,-0.230287294810397,0.140888779145235,-1.03141813519384,-0.322109028158529,-1.68645841242899,-1.04018593873514,0.0333037081694215,-0.49582515880651,-1.07390069207546,-1.53702671519936,0.684233844265052,0.330341644234151,0.631494740060011,1.02437255326826,-0.729195539338298,-1.17217498997971,-1.60590738966778,-0.742364425312617,0.914912109001887,-0.934009652125402,-1.2792785427403,-1.70525451001802,0.898948076543237,0.402291637739015,-2.0319696873225,0.42363178396858,-1.12060850719142,-3.34946192981326,-1.21695779917089,-0.814895971798236,-2.94090332796629,0.209671058818724,-0.985071106017591,1.81422522334628,1.14091283131269,0.328525729469094,-1.77534505968638,0.139576420763637,-0.789211446070354,0.656906792093109,-0.361878158155158,0.198304498258662,0.560455156414162,-1.07907205010625,-1.61615619938306,2.09957982728903,0.655069769389279,0.681502664919467,-1.38585010580852,-0.828277234563602,-0.23542624268164,-1.16202137804138,-0.45511020853249
"10",-0.491226040507784,1.69382355298013,-0.266979323241348,-0.761056335998261,0.0192096350510675,-0.436231656147155,-1.12359225163571,-0.584547313167073,-0.615665867974015,-0.216764596922474,-1.03850054589787,-0.311403502413336,-1.42590609897301,-0.990390692841956,0.0765332228373288,-0.421918310635887,-0.951698574580753,-0.461166563890462,0.682982126076898,0.628284270703189,-0.252043384917859,-0.33387711037014,-1.01688198421185,-0.292574372043707,-1.65473128172777,-0.951749622464717,0.0479806379025031,-0.478663915559963,-1.06291765367556,-1.42164103429205,0.736413626821628,0.47440841462802,0.657699123555237,0.918488054105177,-0.560312205013374,-1.0996747452504,-1.65400586301227,-0.735992982855712,0.928328676150548,-1.0013181215565,-1.29302678496413,-1.69534231061635,0.300742123780141,-0.0521041120655044,-1.97202665686397,0.0345374439022747,-1.12859477193931,-3.26178493115083,-1.68197208913789,-1.2379376040976,-2.84059933343035,0.479945807525221,-0.815558761549267,1.80541387968098,0.801075533292045,0.0390520946119816,-1.75999225648001,-0.538946613252752,-0.988682962744947,0.671522811641888,-0.0602277541705029,0.479980411866155,0.57681769432853,-1.15143003219348,-1.75001848573761,2.08490195572734,1.35977054198894,1.33316319423874,-1.33681855208514,0.972737640294126,2.36369831852137,1.05288011999656,2.17792028166453
