,date,Sal
679,1/30/2018,34.15949405
680,9/10/2019,34.17474702
681,7/4/2018,34.20268452
682,5/14/2016,34.786625
683,5/27/2012,34.27492262
684,1/30/2019,34.2675997
685,12/29/2018,34.12783705
686,6/17/2014,34.45340476
687,8/20/2018,34.27523214
688,5/5/2020,34.25590699
689,12/10/2020,34.09909152
690,12/6/2012,34.26334524
691,11/16/2013,34.10767361
692,1/30/2015,34.06829167
693,9/10/2017,34.09661012
694,4/12/2015,34.40829762
695,12/27/2018,34.14023512
696,8/9/2020,34.23826935
697,4/19/2018,34.26419048
698,8/11/2016,34.34248214
699,10/19/2014,34.15158929
700,1/26/2012,34.10248214
701,7/30/2021,34.22919122
702,4/3/2014,34.39788095
703,2/12/2020,34.26247545
704,6/19/2016,34.63920833
705,11/5/2017,33.9959881
706,6/5/2016,34.64920833
707,2/14/2015,34.30092857
708,6/1/2018,34.38028571
709,7/29/2019,34.19077232
710,10/8/2018,34.13507716
711,3/26/2021,34.27045387
712,10/26/2016,34.30149405
713,3/22/2018,34.16743452
714,6/21/2015,34.51580357
715,9/14/2020,34.19720833
716,6/6/2017,34.02460417
717,10/17/2014,34.17584524
718,3/30/2018,34.31274405
719,3/30/2017,34.28654167
720,2/23/2015,34.5753869
721,6/28/2019,34.25764545
722,8/3/2020,34.19440179
723,1/22/2014,34.43727976
724,3/26/2019,34.32938393
725,11/27/2018,34.10229464
726,1/20/2019,34.24291439
727,8/12/2016,34.3335119
728,10/4/2018,34.14974691
729,2/20/2017,34.41249702
730,4/16/2014,34.35538889
731,6/25/2014,34.45525
732,12/6/2020,34.1192128
733,1/11/2017,34.60120833
734,11/20/2012,34.084875
735,8/14/2018,34.4210119
736,1/27/2017,34.38854167
737,3/5/2021,34.20136979
738,8/6/2016,34.40101786
739,9/28/2017,34.06316288
740,3/20/2013,34.17658333
741,7/30/2012,34.29767262
742,10/19/2015,34.41563095
743,7/9/2015,34.3777619
744,5/13/2016,34.78141071
745,7/16/2018,34.15070833
746,4/7/2016,34.53583333
747,6/22/2020,34.2590439
748,9/12/2015,34.44756548
749,1/30/2018,34.15949405
750,5/2/2017,34.05443229
751,2/3/2013,34.17385714
752,7/23/2017,34.15455952
753,8/22/2016,34.36206548
754,10/16/2016,34.34360833
755,7/6/2013,34.36816667
756,9/30/2020,34.1912314
757,6/20/2018,34.19383333
758,6/4/2021,34.26970982
759,4/26/2017,34.08122436
760,11/12/2018,34.15759014
761,12/30/2012,34.40470833
762,5/27/2014,34.48016667
763,4/29/2018,34.31521429
764,5/16/2019,34.31073735
765,7/17/2020,34.23476935
766,3/17/2018,34.06090972
767,3/7/2020,34.28108557
768,5/8/2019,34.30180985
769,8/29/2014,34.42047024
770,3/22/2012,34.11816667
771,8/9/2016,34.35244643
772,3/7/2016,34.52017262
773,7/11/2015,34.38276786
774,7/6/2016,34.50816071
775,6/20/2016,34.64025595
776,7/13/2012,34.26780357
777,5/6/2020,34.25082366
778,8/3/2021,34.23190923
779,4/6/2020,34.36448586
780,7/19/2015,34.3523869
781,11/26/2016,34.31282738
782,3/7/2018,34.19053472
783,4/14/2016,34.54026786
784,12/28/2014,34.364875
785,6/13/2018,34.15296429
786,4/2/2019,34.32157887
787,9/1/2020,34.22510565
788,9/6/2014,34.43891667
789,6/30/2020,34.24174033
790,7/11/2017,34.17345536
791,8/1/2021,34.23171801
792,10/9/2016,34.41409524
793,1/31/2021,34.18869048
794,8/2/2012,34.29454762
795,4/2/2020,34.35411682
796,3/13/2018,34.12715833
797,4/26/2012,34.32191071
798,8/18/2016,34.35597619
799,11/20/2020,34.13416667
800,1/22/2015,34.17929167
801,12/24/2020,34.15734747
802,12/25/2014,34.38720833
803,2/22/2016,34.56466667
804,1/8/2014,34.36469643
805,6/28/2012,34.33326786
806,3/19/2013,34.23393056
807,4/12/2013,34.41479762
808,11/16/2019,34.0597433
809,8/11/2016,34.34248214
810,4/6/2017,34.28660417
811,5/31/2016,34.61429762
812,6/4/2014,34.53671429
813,8/1/2012,34.3010119
814,10/23/2017,34.00739881
815,5/6/2018,34.269625
816,1/14/2021,34.1818311
817,3/22/2018,34.16743452
818,12/29/2015,34.67919048
819,2/24/2020,34.27792411
820,7/24/2015,34.37594048
821,4/17/2018,34.26431548
822,6/11/2017,34.01220536
823,3/9/2012,34.16801786
824,1/20/2016,34.55997024
825,1/12/2012,34.01163095
826,5/28/2021,34.2912686
827,8/23/2018,34.26082143
828,10/15/2013,34.36106548
829,2/19/2020,34.29113914
830,11/23/2020,34.12110938
831,11/4/2020,34.07385938
832,12/6/2012,34.26334524
833,8/16/2014,34.40709524
834,9/23/2020,33.90464658
835,11/28/2012,34.16052381
836,7/9/2014,34.3067619
837,4/2/2016,34.54986905
838,3/15/2017,34.4006875
839,6/22/2014,34.45819048
840,10/27/2016,34.30772619
841,10/10/2012,34.20405357
842,3/15/2020,34.36978943
843,9/30/2013,34.32995238
844,12/16/2014,34.24585714
845,10/19/2012,34.14708929
846,6/1/2014,34.5151369
847,2/8/2019,34.30975595
848,6/28/2015,34.48358333
849,4/23/2021,34.21291146
850,2/27/2015,34.5882619
851,9/12/2018,34.13080952
852,1/26/2021,34.1385372
853,1/26/2018,34.2111131
854,10/12/2021,34.20847024
855,6/25/2018,34.21458929
856,3/5/2018,31.82448611
857,1/16/2017,34.48096429
858,3/8/2014,34.37058929
859,10/5/2016,34.44797024
860,10/30/2015,34.64614881
861,12/5/2016,34.39832738
862,8/2/2017,34.13309375
863,9/28/2012,34.13584524
864,1/10/2013,34.14965476
865,2/3/2013,34.17385714
866,3/11/2017,34.3821131
867,4/17/2019,34.3078631
868,10/12/2012,34.19394048
869,11/20/2015,34.49625
870,9/2/2020,34.21631622
871,12/1/2020,34.13330134
872,9/15/2015,34.43654762
873,10/5/2015,34.19882143
874,6/5/2015,34.57069048
875,5/22/2021,34.25960714
876,8/26/2018,34.27050595
877,8/16/2016,34.35885714
878,12/8/2018,34.18101339
879,6/5/2016,34.64920833
880,3/10/2013,34.46085714
881,12/10/2012,34.29859524
882,9/12/2013,34.28272619
883,12/14/2018,34.18206324
884,9/19/2016,34.56790278
885,4/3/2018,34.34330952
886,12/3/2018,34.15809152
887,12/17/2013,34.15230357
888,2/11/2012,33.8929881
889,6/29/2021,34.25810268
890,10/19/2019,34.17809077
891,6/28/2017,34.08177976
