"","date","temp","day"
"485","2015-07-05","29.0858869047619",186
"486","2015-09-21","29.3519930555556",264
"487","2019-08-16","28.9617433035714",228
"488","2021-06-23","29.5002269345238",174
"489","2012-10-26","28.8411130952381",300
"490","2020-05-03","28.37715625",124
"491","2012-11-26","28.4386011904762",331
"492","2019-06-15","29.3462008928571",166
"493","2020-10-30","29.475177672956",304
"494","2013-07-24","28.3860952380952",205
"495","2014-02-21","26.9376726190476",52
"496","2018-05-04","28.7043055555556",124
"497","2014-11-21","28.7598928571429",325
"498","2016-01-15","27.6784047619048",15
"499","2014-05-20","29.173619047619",140
"500","2014-01-05","28.3111666666667",5
"501","2017-07-11","29.3727648809524",192
"502","2012-03-24","27.707244047619",84
"503","2012-05-18","29.1371785714286",139
"504","2012-05-01","28.8901428571429",122
"505","2012-12-18","28.4300416666667",353
"506","2015-11-28","28.727875",332
"507","2021-01-09","28.4352961309524",9
"508","2020-05-26","29.0772462797619",147
"509","2017-09-18","29.3950595238095",261
"510","2019-03-25","27.274646577381",84
"511","2017-11-29","28.5423194444444",333
"512","2015-11-03","29.9285714285714",307
"513","2021-07-19","29.3084501488095",200
"514","2015-04-20","27.780619047619",110
"515","2013-08-29","28.9061785714286",241
"516","2012-07-23","29.1454464285714",205
"517","2016-06-06","29.446119047619",158
"518","2013-06-15","29.0375654761905",166
"519","2016-04-04","27.733875",95
"520","2015-08-01","29.4653571428571",213
"521","2012-05-03","28.9249583333333",124
"522","2017-03-21","27.3536145833333",80
"523","2012-10-13","28.694505952381",287
"524","2019-08-25","28.9308482142857",237
"525","2016-02-26","26.970119047619",57
"526","2016-06-21","29.9436726190476",173
"527","2013-12-23","28.7734702380952",357
"528","2018-07-04","29.3131130952381",185
"529","2012-12-09","27.7050178571429",344
"530","2018-01-23","27.7977142857143",23
"531","2019-12-08","28.6514136904762",342
"532","2015-11-02","29.9595773809524",306
"533","2018-11-24","28.1713571428571",328
"534","2019-12-30","28.059296875",364
"535","2018-12-15","28.1707455357143",349
"536","2021-06-12","29.0239285714286",163
"537","2017-10-07","29.6363875",280
"538","2013-07-21","28.4722857142857",202
"539","2017-09-28","29.2101515151515",271
"540","2018-02-27","27.3515535714286",58
"541","2019-12-21","28.0862016369048",355
"542","2018-02-22","27.6686488095238",53
"543","2019-10-20","29.1136607142857",293
"544","2020-04-02","28.0074092261905",93
"545","2013-01-05","27.6172142857143",5
"546","2021-02-01","27.955255952381",32
"547","2020-06-29","29.1906636904762",181
"548","2017-05-23","28.7823818770227",143
"549","2014-06-12","29.9295178571429",163
"550","2020-06-19","29.2688199404762",171
"551","2015-11-11","28.6653928571429",315
"552","2017-03-09","26.9384404761905",68
"553","2020-01-28","27.4863355654762",28
"554","2016-08-22","28.9961071428571",235
"555","2013-05-17","28.6668055555556",137
"556","2018-07-29","28.8838571428571",210
"557","2016-08-15","28.9892976190476",228
"558","2018-04-28","28.8159404761905",118
"559","2016-05-21","28.5986071428571",142
"560","2013-10-10","28.7232321428571",283
"561","2015-05-21","28.8163928571429",141
"562","2014-09-22","29.0622916666667",265
"563","2015-08-12","29.0619464285714",224
"564","2015-08-01","29.4653571428571",213
"565","2021-09-11","29.3343928571429",254
"566","2016-01-20","27.7642678571429",20
